id,dataset,grade,problem,answer,operation,formula
nluds-1988,ASDiv,1-2,"At John's Pizza Palace in the 6 hours they were open they sold the following number of pizzas: 92 pepperoni, 106 sausage, 96 cheese, 104 mushroom, 96 anchovies and 88 pineapple. What is the mean of the number of pizzas sold?",97 (pizzas),Set-Operation,(92+106+96+104+96+88)/6=97
nluds-1989,ASDiv,1-2,"A car salesman sold 8 on Monday, 3 on Tuesday, 10 on Wednesday, 4 on Thursday, 4 on Friday and 4 on Saturday. What is the mean of the number of cars he sold?",5.5 (cars),Set-Operation,(8+3+10+4+4+4)/6=5.5
nluds-1990,ASDiv,1-2,At a school several teachers were holding a contest to see which class could earn the most trivia points. Mrs.William's class scored 50 points. Mr. Adams class earned 57 points. Mrs. Brown's class earned 49 and Mrs.Daniel's class earned 57. What is the mean of the number of points scored?,53.3 (points),Set-Operation,(50+57+49+57)/4=53.3
nluds-1991,ASDiv,1-2,"George was comparing the points the Bulls scored for different games. He recorded: 81, 73, 83, 86 and 73. What is the mean of the points scored?",79.2 (points),Set-Operation,(81+73+83+86+73)/5=79.2
nluds-1992,ASDiv,1-2,"Sarah's team played 8 games of basketball. During those 8 games her team's score was: 69, 68, 70, 61, 74, 62, 65 and 74. What is the mean of the scores?",67.9 (scores),Set-Operation,(69+68+70+61+74+62+65+74)/8=67.9
nluds-1993,ASDiv,1-2,"For Halloween Debby and her sister combined the candy they received. Debby had 32 pieces of candy while her sister had 42. If they ate 35 pieces the first night, how many pieces do they have left?",39 (pieces),TVQ-Final,32+42-35=39
nluds-1994,ASDiv,1-2,A pet store had 13 siamese cats and 5 house cats. During a sale they sold 10 cats. How many cats do they have left?,8 (cats),Subtraction,(13+5)-10=8
nluds-1995,ASDiv,1-2,"Luke was trying to expand his game collection. He bought 2 games from a friend and bought 2 more at a garage sale. If 2 of the games didn't work, how many good games did he end up with?",2 (good games),Subtraction,(2+2)-2=2
nluds-1996,ASDiv,1-2,"Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?",66 (sleeve shirts),Subtraction,(39+47)-20=66
nluds-1997,ASDiv,1-2,"While on vacation, Debby took 24 pictures at the zoo and 12 at the museum. If she later deleted 14 of the pictures, how many pictures from her vacation did she still have?",22 (pictures),TVQ-Final,24+12-14=22
nluds-1998,ASDiv,1-2,Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color?,68 (pictures),Subtraction,(44+44)-20=68
nluds-1999,ASDiv,1-2,"Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have?",16 (bad carrots),Subtraction,(23+5)-12=16
nluds-2000,ASDiv,1-2,"At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy?",15 (new books),Subtraction,(13+17)-15=15
nluds-2001,ASDiv,1-2,"Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?",14 (files),Subtraction,(26+36)-48=14
nluds-2002,ASDiv,1-2,Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?,1 (points),TVQ-Final,16+33-48=1
nluds-2003,ASDiv,1-2,"Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework?",11 (problems),Subtraction,(43+12)-44=11
nluds-2004,ASDiv,1-2,"Janet picked 4 tulips and 11 roses to make flower bouquets. If she only used 11 of the flowers though, how many extra flowers did Janet pick?",4 (flowers),Subtraction,(4+11)-11=4
nluds-2005,ASDiv,1-2,"Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with?",24 (dollars),TVQ-Final,2+27-5=24
nluds-2006,ASDiv,1-2,For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell?,51 (pastries),TVQ-Change,15+48-12=51
nluds-2007,ASDiv,1-2,"While shopping, Maria bought 35 green towels and 21 white towels. If she gave her mother 34 of them, how many towels did Maria end up with?",22 (towels),Subtraction,(35+21)-34=22
nluds-2008,ASDiv,1-2,"There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut?",39 (students),Subtraction,(17+32)-10=39
nluds-2009,ASDiv,1-2,"A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip?",2 (customers),Subtraction,(39+12)-49=2
nluds-2010,ASDiv,1-2,"The school cafeteria ordered 25 red apples and 17 green apples for students lunches. But, if only 10 students wanted fruit, how many extra did the cafeteria end up with?",32 (apples),Subtraction,(25+17)-10=32
nluds-2011,ASDiv,1-2,"At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left?",34 (tickets),TVQ-Final,29+17-12=34
nluds-2012,ASDiv,1-2,Cody had 45 dollars. For his birthday he got 9 more dollars but spent 19 on a new game. How much money does he have now?,35 (dollars),TVQ-Final,45+9-19=35
nluds-2013,ASDiv,1-2,"Joanne is campaigning for class president and plans to distribute some campaign materials: 20 flyers and 16 buttons. She wants each classroom to receive an identical set of campaign materials, without having any materials left over. What is the greatest number of classrooms Joanne can distribute materials to?",4 (classrooms),GCD,"GCD(20,16)=4"
nluds-2014,ASDiv,1-2,"Serena wants to create snack bags for a trip she is going on. She has 6 granola bars and 10 pieces of dried fruit. If the snack bags should be identical without any food left over, what is the greatest number of snack bags Serena can make?",2 (snack bags),GCD,"GCD(6,10)=2"
nluds-2015,ASDiv,1-2,Matthew goes hiking every 12 days and swimming every 6 days. He did both kinds of exercise today. How many days from now will he go both hiking and swimming again?,12 (days),LCM,"LCM[12,6]=12"
nluds-2016,ASDiv,1-2,Edeena is packing equal numbers of apple slices and grapes for snacks. Edeena bags the apple slices in groups of 18 and the grapes in groups of 9. What is the smallest number of grapes that she can pack?,18 (grapes),LCM,"LCM[18,9]=18"
nluds-2017,ASDiv,1-2,"A club has 16 girls and 8 boys as members. The president wants to break the club into groups, with each group containing the same combination of girls and boys. The president also wants to make sure that no one is left out. What is the greatest number of groups the president can make?",8 (groups),GCD,"GCD(16,8)=8"
nluds-2018,ASDiv,1-2,"Ariel is making flower arrangements. He has 7 roses and 14 daisies. If Ariel wants to make all the arrangements identical and have no flowers left over, what is the greatest number of flower arrangements that he can make?",7 (flower arrangements),GCD,"GCD(7,14)=7"
nluds-2019,ASDiv,1-2,"Sarah's Shipping and Ryan's Mail Services both ship packages. Sarah's trucks will only carry loads of 18 packages. In contrast, Ryan's trucks will only carry loads of 11 packages. If both businesses ended up shipping the same number of packages this morning, what is the minimum number of packages each must have shipped?",198 (packages),LCM,"LCM[18,11]=198"
nluds-2020,ASDiv,1-2,"Nathan is stocking bathrooms at the hotel where he works. He has 18 rolls of toilet paper and 9 bars of soap. If he wants all bathrooms to be stocked identically, with the same combination of supplies in each one and nothing left over, what is the greatest combination of bathrooms Nathan can stock?",9 (bathrooms),GCD,"GCD(18,9)=9"
nluds-2021,ASDiv,1-2,"Tayli wishes to advertise her business, so she gives packs of 13 red flyers to each restaurant owner and sets of 20 blue flyers to each clothing store owner. At the end of the day, Tayli realizes that she gave out the same number of red and blue flyers. What is the minimum number of flyers of each color she distributed?",260 (flyers),LCM,"LCM[13,20]=260"
nluds-2022,ASDiv,1-2,"Lavinia has 9 glasses and 6 mugs. She would like to set them out in identical groups, with none left over, in preparation for a dinner party. What is the greatest number of groups Lavinia can set out?",3 (groups),GCD,"GCD(9,6)=3"
nluds-2023,ASDiv,1-2,"Aylin is making a scrapbook using 18 photos and 20 newspaper clippings. She wants all the pages to be set up in the same way, with the same combination of photos and newspaper clippings on every page. She also wants to make sure that no items are left over. What is the greatest number of scrapbook pages that Aylin can create?",2 (scrapbook pages),GCD,"GCD(18,20)=2"
nluds-2024,ASDiv,1-2,"Hay's Linens sells hand towels in sets of 17 and bath towels in sets of 6. If the store sold the same number of each this morning, what is the smallest number of each type of towel that the store must have sold?",102 (towels),LCM,"LCM[17,6]=102"
nluds-2025,ASDiv,1-2,"In preparation for a party, Brant is putting desserts onto platters. The chocolate cake is cut into 15 pieces and the cheesecake is cut into 6 pieces. If he wants to prepare identical platters without having any cake left over, what is the greatest number of platters he can prepare?",3 (platters),GCD,"GCD(15,6)=3"
nluds-2026,ASDiv,1-2,"Two bikers are riding a circular path. The first rider completes a round in 12 minutes. The second rider completes a round in 18 minutes. If they both started at the same place and time and go in the same direction, after how many minutes will they meet again at the starting point?",36 (minutes),LCM,"LCM[12,18]=36"
nluds-2027,ASDiv,1-2,Sean has 8-inch pieces of toy train track and Ruth has 18-inch pieces of train track. How many of each piece would each child need to build tracks that are equal in length?,72 (pieces of toy train track),LCM,"LCM[8,18]=72"
nluds-2028,ASDiv,1-2,The radio station gave away a $100 bill for every 100th caller. Every 30th caller received free concert tickets. How many callers must get through before one of them receives both a coupon and a concert ticket?,300 (callers),LCM,"LCM[100,30]=300"
nluds-2029,ASDiv,1-2,Mrs. Evans has 120 crayons and 30 pieces of paper to give to her students. What is the largest number of students she can have in her class so that each student gets equal number of crayons and equal number of paper?,30 (students),GCD,"GCD(120,30)=30"
nluds-2030,ASDiv,1-2,Camryn practices the trumpet every 11th day and the flute every 3rd day. Camryn practiced both the trumpet and the flute today. How many days until Camryn practices the trumpet and flute again in the same day?,33 (days),LCM,"LCM[11,3]=33"
nluds-2031,ASDiv,1-2,"Sherman goes golfing every 6th day and Brad goes golfing every 7th day. If Sherman and Brad both went golfing today, how many days until they will go golfing on the same day again?",42 (days),LCM,"LCM[6,7]=42"
nluds-2032,ASDiv,1-2,"Enzo and Beatriz are playing games at their local arcade. Incredibly, Enzo wins 5 tickets from every game, and Beatriz wins 11 tickets from every game. When they stopped playing games, Enzo and Beatriz had won the same number of total tickets. What is the minimum number of games that Enzo could have played?",11 (games),Common-Division,"LCM[5,11]=55; 55/5=11"
nluds-2033,ASDiv,1-2,Tim has 39 pairs of headphones and 13 music players. Tim wants to sell all of the headphones and music players in identical packages. What is the greatest number of packages Tim can make?,13 (packages),GCD,"GCD(39,13)=13"
nluds-2034,ASDiv,1-2,Yadira's mom is buying hot dogs and hot dog buns for the family barbecue. Hot dogs come in packs of 12 and hot dog buns come in packs of 9. The store does not sell parts of a pack and Yadira's mom wants the same number of hot dogs as hot dog buns. What is the smallest total number of hot dogs that Yadira's mom can purchase?,36 (hot dogs),LCM,"LCM[12,9]=36"
nluds-2035,ASDiv,1-2,"Miranda and Savannah are excited that a new store just opened in town! They go together the first day it opens! Each time Miranda goes to the store she plans to spend $7, and each time Savannah goes to the store she plans to spend $9. A few weeks from now, Miranda and Savannah are surprised to find out that they have spent the exact same total amount of money at the store. What is the least possible number of times that Miranda has been to the store?",9 (times),Common-Division,"LCM[7,9]=63; 63/7=9"
nluds-2036,ASDiv,1-2,Abe is going to plant 54 oak trees and 27 pine trees. Abe would like to plant the trees in rows that all have the same number of trees and are made up of only one type of tree. What is the greatest number of trees Abe can have in each row?,27 (trees),GCD,"GCD(54,27)=27"
nluds-2037,ASDiv,1-2,"Your local radio station is having their yearly music player and concert ticket giveaway. For one minute, every 5th caller will win a music player and every 7th caller will win concert tickets. You were just the first caller to win both a music player and concert tickets! What number caller were you?",35 (callers),LCM,"LCM[5,7]=35"
nluds-2038,ASDiv,1-2,Peter's Party Zone sells cups in packages of 6 and plates in packages of 8. Shaniya is hosting a birthday party for her little sister and wants to have the same number of each item. What is the least number of packages of plates Shaniya needs to buy?,24 (packages of plates),LCM,"LCM(6,8)=24"
nluds-2039,ASDiv,1-2,Jazmin is completing an art project. She has two pieces of construction paper. The first piece is 44 inches wide and the second piece is 33 inches wide. Jazmin wants to cut the paper into strips that are equal in width and are as wide as possible. How wide should Jazmin cut each strip?,11 (inches),GCD,"GCD(44,33)=11"
